"source_report","finding_id","creator_or_channel","date","video_title","video_url","video_id","evidence_excerpt","timestamp","category_or_rule","severity","confidence","classification","missing_context","required_follow_up","adjudicated_priority","adjudicated_label","final_report_treatment"
"supplemental-gap-direct-incremental-review.csv","GDI-02","vanessa thomas","2026-04-03","3410 Horizon St, Copperas Cove, TX 290k","https://www.youtube.com/watch?v=eGlS0KbBX2Y","eGlS0KbBX2Y","“Welcome to this well-maintained home offering 4 bedrooms, 2 bathrooms, and 1,816 sqft of comfortable living space—perfect for families, first-time buyers, or anyone needing extra room to spread out.”","Description; raw/authenticated-root/UCXCOSeRma4LqC2hdNABgNWg/20260403_eGlS0KbBX2Y.info.json","FHA 42 U.S.C. § 3604(c) / TREC Rule § 531.19 familial-status dwelling-suitability wording review","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent familial-status preference wording; copy-remediation priority, not an adjudicated Fair Housing violation","This is public listing-description wording. It does not establish exclusion, intent, differential treatment, authorship of supplied listing copy, or legal liability; no substantive caption artifact was available to supply spoken context.","Replace “perfect for families” with neutral feature and layout language; review the published video, any caption/overlay, and all linked or syndicated listing copy with broker/compliance.","high","FHA 42 U.S.C. § 3604(c) / TREC Rule § 531.19 familial-status dwelling-suitability wording review","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-direct-review.csv","D-AUTH-09","Albatross Furnished Homes | Central Texas","2026-01-26","How to find safe neighborhoods to live in Killeen, Temple, Belton, and Harker Heights, Texas","https://www.youtube.com/watch?v=2gE6iN_NqbE","2gE6iN_NqbE","Description: “find the safest neighborhoods to stay in”; “Our company only rents fully furnished homes in safe, quiet neighborhoods.” Captions: “I may choose a different neighborhood to stay in.”","Description; 21:24-21:45","Crime/safety avoidance, source, and neutral-consistency review","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Direct avoidance-style safety recommendation requiring source/consistency review; not a Fair Housing or steering violation conclusion","The speaker also says safety is individual and recommends other data sources. The record does not establish protected-class tailoring, discriminatory intent, consistency of service, data completeness, geographic method, or current crime conditions.","Use dated, neutral, publicly available data and encourage consumers to make their own assessment; review whether the rental-service copy applies the same objective criteria to all properties and prospects.","medium","Crime/safety avoidance, source, and neutral-consistency review","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"supplemental-root-a-remaining-incremental-review.csv","ROOTA-R-01","Alberto Lopez Realtor","2024-08-12; 2024-08-28","With VA loan est. $1,930 with builders 3.99% incentive. 4 bedrooms | 2 bathrooms | 1,783sf; 1805 Saddlebred Loop | Harker Heights | 5 Bedrooms | 3 Bathrooms | 3,150 sf | Move-In ready Sept.","https://www.youtube.com/watch?v=q49uv2h95q0; https://www.youtube.com/watch?v=uzwo8GAapZU","q49uv2h95q0; uzwo8GAapZU","“With VA loan est. $1,930 with builders 3.99% incentive”; “3.99% fixed IF closed by Sept. 27.”","Title; Description; raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20240812_q49uv2h95q0.info.json; raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20240828_uzwo8GAapZU.info.json","Builder rate/payment and incentive material-terms review","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Broker/lender verification item; not a Regulation Z, RESPA, FTC, VA, or legal-violation finding","The retained title/description evidence does not establish advertiser or creditor role, whether 3.99% is rate or APR, loan term, points/fees, price, down payment, taxes/insurance, borrower or property eligibility, lock/expiration mechanics beyond the stated closing date, builder/lender relationship, compensation, or video-frame disclosures. Historic upload dates do not establish a current offer.","Obtain the dated builder/lender offer and calculation inputs; confirm rate-versus-APR, payment assumptions, eligibility, price/loan terms, availability, and expiration; review the published frames, CTA, linked path, and broker/lender approval before any reuse.","medium","Builder rate/payment and incentive material-terms review","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"supplemental-direct-review.csv","D-AUTH-07","Araceli Alsop | Realtor","2026-05-13","Why are people moving to Temple, TX?","https://www.youtube.com/watch?v=pGCxQS456Z8","pGCxQS456Z8","“The median home in Temple is around 290K. The cost of living here is below the national average.”","00:05-00:16","Quantified market and cost-of-living claim substantiation","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Market-data source, date, geography, and methodology review; not a false-statement conclusion","The recovered caption does not identify the month, property type, geography, metric definition, or source for either statistic; it also does not establish whether visual citations appeared.","Cite dated primary/local sources and define the median-home and cost-of-living measures; qualify the figures as time-sensitive market data.","medium","Quantified market and cost-of-living claim substantiation","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"agent-findings-brina.md","BG-02","Brina Gordon / Moving to Killeen Texas","2025-06-29; 2024-12-08; 2026-03-21; 2026-03-14","Killeen ISD Concerns: What Parents Need to Know Before Moving; 5 Best Neighborhoods in Killeen Texas; If I Were Moving to Killeen Texas in 2026, I’d Move Here; Killeen vs Temple vs Belton","https://www.youtube.com/watch?v=Ew8I089mGIw; https://www.youtube.com/watch?v=86piIrNULjU; https://www.youtube.com/watch?v=mt3S1pflqxM; https://www.youtube.com/watch?v=tEjSZkQ5OWk","Ew8I089mGIw; 86piIrNULjU; mt3S1pflqxM; tEjSZkQ5OWk","“some people are choosing or clients are choosing to relocate into the Belton, Salado or either the city of Harker Heights”; “Belton ISD is a very popular school district in concern to their ranking.” Other examples describe Belton ISD as “much more popular as far as academics,” say it is for “a parent,” and say clients want Belton “specifically because it does have a higher-ranking school district.”","00:00:21; 00:00:36; 00:00:48; 00:01:11; 00:08:05; 00:08:09; 00:13:37; 00:13:53; 00:05:18–00:05:46","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","Moderate","Medium","Elevated steering-risk item, expressly not a confirmed FHA violation","Consistent treatment of all prospects; source/date/method for rankings; visual presentation; whether services are conditioned on familial status","Cite neutral source/date; provide same data/options consistently; avoid directing clients based on familial status","medium","School/location source and consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-rankings-batch.md","C-02","Carmen Colón Homes Team","Current About","Sales-volume claim","https://www.youtube.com/@carmencolonhome","UCrN5LHFTL2qwkmd9z-90RgA","“OVER 300 MILLION SOLD!”","About page","Objective performance-claim substantiation","Medium","High excerpt; moderate risk","Substantiation concern","Lifetime/team/individual basis, gross metric, underlying records","Add period, geography, basis, source","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-rankings-batch.md","C-03","Carmen Colón Homes Team","Current About","Ranking/award claims","https://www.youtube.com/@carmencolonhome","UCrN5LHFTL2qwkmd9z-90RgA","“America’s Top 100 Real Estate Agents® - Top 1% Nationwide” and “Keller Williams Realty Lone Star Top Producing Agent 2015-2021.”","About page","Ranking/award substantiation","Medium","High excerpt; moderate risk","Substantiation concern","Issuer, method, year, records","Identify issuer/category/year/method","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"supplemental-root-b-c21-robert-stephen-incremental-review.csv","ROOTB-C21-01","Century 21 Premier Realtors","2024-08-08; 2024-12-03","4411 Secretariat Drive; 109 Kaki Cove","https://www.youtube.com/watch?v=ZiHCtOvzsWU; https://www.youtube.com/watch?v=f5w-wHlt2XY","ZiHCtOvzsWU; f5w-wHlt2XY","“$15,000 in SELLER CONCESSIONS!!!! You can use it for closing costs, rate buy downs or any improvements”; “Seller is open to Assumption (VA Loan …)” / captions: “to assumption via loan.”","Description; description and 00:00:45-00:00:47 captions; raw/authenticated-root/UCZvWg96vLbA3eGHCwnf3RRQ/20240808_ZiHCtOvzsWU.info.json; raw/authenticated-root/UCZvWg96vLbA3eGHCwnf3RRQ/20241203_f5w-wHlt2XY.info.json; raw/authenticated-root/UCZvWg96vLbA3eGHCwnf3RRQ/20241203_f5w-wHlt2XY.en.json3","Seller-concession, rate-buydown, and VA-assumption material-terms review","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Broker/lender verification item; not a Regulation Z, RESPA, VA, or legal-violation finding","The public listing copy does not establish the current offer status, seller contract, lender/servicer approval, assumable loan balance/rate/term, buyer qualification, cash-to-close, closing-cost limits, rate/APR, points/fees, expiration, availability, compensation, or visual disclosures. A seller concession or assumption reference alone does not establish a regulated-advertising breach.","Verify the dated listing and loan/servicer terms, eligibility, approval process, and complete concession conditions; if reused, make time-sensitive material terms and limitations readily available and obtain broker/lender-compliance review of the actual video and linked path.","medium","Seller-concession, rate-buydown, and VA-assumption material-terms review","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"supplemental-root-final-review.csv","ROOT-AUTH-07","Elizabeth Thomas - Fort Hood Homes Group","2025-05-06","New house. Fridge washer and dryer. Builder pays interest rate buy down and all closing cost paid","https://www.youtube.com/watch?v=U-u7Ag87wiU","U-u7Ag87wiU","“Builder pays interest rate buy down and all closing cost paid.”","Title; caption file contains music only","Builder rate-bydown and closing-cost incentive material-terms review","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Broker/lender verification item; not a Regulation Z, RESPA, FTC, or legal-violation finding","The retrieved caption has no substantive speech and the public title does not identify the builder, lender, rate versus APR, loan program, fees, term, credit/occupancy eligibility, dates, availability, incentive conditions, compensation relationship, or visual disclosures.","Verify the dated builder/lender program and complete terms, then review the actual video frame and landing path with broker/lender compliance before reuse.","medium","Builder rate-bydown and closing-cost incentive material-terms review","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"agent-findings-brokerage-pm-batch.md","BPM-06","Expert Rentals & Property Management","2025-08-28","9013 Sage Valley","https://www.youtube.com/watch?v=83phZrxwie8","83phZrxwie8","“KEEP MONEY IN YOUR POCKET WITH SECURITY DEPOSIT ALTERNATIVE POWERED BY OBLIGO.”","Description","Fee/tenant-disclosure review","Medium","High evidence; low–medium concern","Terms-review item","Obligo agreement, price, eligibility, alternatives, lease flow","Disclose terms and traditional-deposit option","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-profile-family-batch.md","PF-10","Fort Hood Homes Group / Elizabeth Thomas","2025-04-13","Downtown Salado, TX Tour with Realtor Elizabeth Thomas","https://www.youtube.com/watch?v=tizGwXopE2g","tizGwXopE2g","“some of the top rated schools in the area”; “all the families love to come down and play.”","00:00:15–00:00:18; 00:00:29–00:00:32","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","Moderate","High","Review flag","Rating system/date/source; boundary link; neutral source","Cite source and neutralize audience language","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-profile-family-batch.md","PF-04","Home in Texas Team","2025-03-10","Everything You Need to Know Moving to This County in Texas","https://www.youtube.com/watch?v=AtLtAFk59pw","AtLtAFk59pw","Helps families find their “perfect neighborhood” and “perfect schools”; families move to Salado for smaller schools/classes, “a plus for any families”; Belton ISD “academic excellence.”","00:00:14–00:00:23; 00:04:42–00:04:53; 00:09:01–00:09:14","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","Moderate","High","Review flag","Official sources/date; neutral criteria; consistent assistance practice","Use cited accountability/boundary information","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-profile-family-batch.md","PF-02","Home in Texas Team","2025-09-02","Neighborhoods in Belton ISD Tour","https://www.youtube.com/watch?v=stbP8X-u4-8","stbP8X-u4-8","Buyers are “investing in a really great neighborhood that has great resale because of the elementary school that it goes to.”","00:02:12–00:02:20","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","Moderate","High","Review flag","Boundary source, sales dataset, period, property type, opinion/current-assignment caveat","Cite sources and qualify resale claim","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"supplemental-root-a-heavy-incremental-review.csv","ROOTA-H-05","i35Group at Keller Williams","2025-06-24; 2025-08-28","ATTENTION INVESTORS & HOUSE HUNTERS; Investment Opportunity in Copperas Cove","https://www.youtube.com/watch?v=b7w-9aJRrDM; https://www.youtube.com/watch?v=MKD20xpUZnE","b7w-9aJRrDM; MKD20xpUZnE","“an amazing opportunity for cash flow”; “Total monthly income: $2,825”; “ready to start building your wealth”; “steady income potential.”","Description","Rental-income and investment-return claim substantiation","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Source/qualification review; not an investment guarantee, securities, or legal-violation finding","The posts state rent, lease, and utility details but do not establish the leases’ current status, collection, vacancy, repairs, insurance, taxes, debt service, management, capital expenses, return calculation, purchaser qualification, or typicality.","Retain the underlying leases and a dated operating-cost/return analysis; present income as property-specific and historical where appropriate, and add material risk/expense context before reusing the investment framing.","medium","Rental-income and investment-return claim substantiation","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"supplemental-root-a-heavy-incremental-review.csv","ROOTA-H-04","i35Group at Keller Williams","2025-07-08; 2025-07-24; 2025-09-09","Thinking about buying a home? Don’t overlook new construction; Explore Clayton Ranch; 4.99% Interest + Closing Costs Covered","https://www.youtube.com/watch?v=ERCQT1Mzjfg; https://www.youtube.com/watch?v=jROPqUoAE9E; https://www.youtube.com/watch?v=ZKlf6dyDImI","ERCQT1Mzjfg; jROPqUoAE9E; ZKlf6dyDImI","“closing costs … can save you up to $9,000”; “interest rate as low as 3.75 on VA or FHA loans and 5.99 on conventional”; “up to 6% towards your closing costs”; “4.99% interest rate when using DHI Mortgage”; “closing costs, title, and survey fully covered.”","00:00:53-00:00:56; 00:00:24-00:00:46; Description; 00:00:34-00:00:43","Builder rate and incentive material-terms review","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Broker/lender verification item; not a Regulation Z, RESPA, FTC, VA, or legal-violation finding","The retrieved public artifacts do not provide the complete rate-versus-APR, loan term, points/fees, lock or expiration, credit/occupancy/loan-program eligibility, builder availability, lender compensation, or full incentive conditions. A caption says the Lennar terms change weekly; that does not supply the missing terms.","Verify each dated builder/lender program and complete written terms; ensure the actual video frame, description, CTA, and landing path present current material conditions and receive broker/lender-compliance review before reuse.","medium","Builder rate and incentive material-terms review","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"supplemental-root-a-heavy-incremental-review.csv","ROOTA-H-06","i35Group at Keller Williams","2026-05-07","Will a Short Sale RUIN Your Credit","https://www.youtube.com/watch?v=KypIrngedw0","KypIrngedw0","“A short sale can impact your credit — but for many homeowners, it’s often less damaging long-term than foreclosure.”","Description; 00:00:00","Short-sale credit-impact claim review","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Source/qualification review; not a credit, mortgage, or legal-violation conclusion","The public statement is qualified but provides no source, credit-model/loan-program context, deficiency or tax considerations, foreclosure alternatives, consumer facts, or individualized lender/credit analysis.","Use a dated authoritative source or qualify the statement as general education; direct consumers to appropriate lender, credit, tax, or legal professionals for individualized consequences and obtain broker/compliance review.","medium","Short-sale credit-impact claim review","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"agent-findings-local-batch.md","LB-11","Jacob Martinez / LIVING IN CENTRAL TEXAS","2025-04-18","10 MUST-ASK Questions BEFORE Choosing a Neighborhood in Central Texas","https://www.youtube.com/watch?v=4yooPsq8qio","4yooPsq8qio","Asks “what kind of people typically live here? … families, young professionals, retirees”; asks whether school ratings are “good” or “awful”; discusses “greatest school” and “great schools for your children.”","00:01:51–00:01:53; 00:06:25–00:06:26; 00:07:53–00:08:18","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","High","High","Steering/substantiation review flag","Official sources; neutral/recommendation practice","Use objective district/accountability links; avoid demographic composition / “best” advice","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-local-batch.md","LB-13","Jacob Martinez / LIVING IN CENTRAL TEXAS","2025-06-03","Living in Texas VS New York: Which State Gives Your Kids a BETTER Future?","https://www.youtube.com/watch?v=2EtGu8yUhQk","2EtGu8yUhQk","Title targets households with children and promises a “BETTER Future.” Says some schools “may not be performing well” and offers to locate private schools for clients.","Title; 00:09:07–00:09:11; 00:09:37–00:09:43","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","Moderate","High","Review flag; not ban on school-option information","School sources; neutral criteria in client assistance","Use neutral source safeguards","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-local-batch.md","LB-12","Jacob Martinez / LIVING IN CENTRAL TEXAS","2025-06-17","Top 5 Central Texas Cities With Homes Under $600K — For Families & Investors","https://www.youtube.com/watch?v=Q3Nf6sKuR0M","Q3Nf6sKuR0M","“growing family” and cities offering “the best lifestyle, schools, and long-term value”; recommends Cedar Park for “highly rated schools”; calls Round Rock a “high family reputation city,” cites “strong safety records,” and says mothers/females are more concerned about crime/safety; promises “steady appreciation.”","00:00:20–00:00:28; 00:05:58–00:06:00; 00:11:48–00:12:57; 00:13:48–00:13:50","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","High","High","Contextual review flag; not adjudicated","School/crime sources/date range; price/inventory source; appreciation data","Use sources and neutral alternatives; qualify outcome","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-local-batch.md","LB-10","Jacob Martinez / LIVING IN CENTRAL TEXAS","Current channel","Channel-level advertising identity","https://www.youtube.com/@livingincentraltexas254","UCvyNP3_ZgVLciAIev5t2Gog","Profile contains only call/text number and Calendly CTA; does not identify Jacob Martinez, license status, or sponsoring broker; audited videos are real-estate relocation/listing content.","Channel profile","TREC identity/broker disclosure","Moderate","High","Follow-up, not completed violation","Banner, every end card, pinned comments, landing-page footer/CPN/IABS","Review all paths before conclusion","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"supplemental-direct-review.csv","D-AUTH-08","Jd Walters Real Estate","2025-05-17","Temple Real Estate vs. Austin Prices: A Texas Tale of Two Cities","https://www.youtube.com/watch?v=ENkfo90HMi8","ENkfo90HMi8","“Temple price per square foot on average is about $175”; “Austin ... $255 on average”; a builder has “some great incentives ... probably one of the lowest interest rates I've seen.”","00:25-01:00; 03:44-03:55","Market-price comparison and builder-rate/incentive material-terms review","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Market-data and broker/lender verification item; not a Regulation Z, RESPA, FTC, or deceptive-advertising conclusion","The video provides selected-address examples, but the recovered text does not establish dataset, date, inclusions, property comparability, lender role, APR, term, fees, eligibility, availability, incentive terms, or on-screen disclosures.","Keep dated comparative-market support and distinguish examples from market averages; verify builder/lender rate and incentive terms and visually review the complete promotion before reuse.","medium","Market-price comparison and builder-rate/incentive material-terms review","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"agent-findings-rankings-batch.md","J-01","Jean Shine / Shine Team","Current About","Top-team claim","https://www.youtube.com/@TheShineTeam","UCw9DgzcPb_rhdp3VHFFo_8Q","“consistently ranked the top team with Coldwell Banker.”","About page","Ranking substantiation","Medium","High excerpt; moderate risk","Substantiation concern","Issuer, dates, market, criteria","State scope/basis/year","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"supplemental-streams-incremental-review.csv","STREAMS-INC-01","JJ Realty Group","2026-07-17","What would your wish list contain?","https://www.youtube.com/watch?v=uQ3df4NRTZE","uQ3df4NRTZE","“Perhaps you are still waiting for that magical 3% interest rate to come back (believe it or not, I can find those too).”","Description; raw/authenticated-root/UC5K8rHZrx399cVSq0-KycNA/20260717_uQ3df4NRTZE.info.json","Interest-rate availability and material-terms review (Regulation Z §1026.24 / broker-lender verification)","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Broker/lender verification item; not a Regulation Z or legal-violation finding","The public metadata does not establish whether this refers to a credit product, a current offer, a creditor, an APR rather than an interest rate, term, points/fees, payment, down payment, eligibility, property/loan conditions, availability, compensation, or any visual or linked disclosure. The recovered captions do not repeat the rate statement, and no visual playback was recovered for this incremental review.","Verify the source and current availability of any rate/program before reuse. If the statement is an advertising claim, obtain broker/lender-compliance review and present the applicable creditor/program identity, rate-versus-APR treatment, material terms, eligibility, expiration, and required disclosures in the published video and direct CTA path.","medium","Interest-rate availability and material-terms review (Regulation Z §1026.24 / broker-lender verification)","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"supplemental-root-b-remaining-incremental-review.csv","ROOTB-R-06","Joanna Pearce","2026-03-17","Dream Home Loading… at 2.99%?!","https://www.youtube.com/watch?v=1pVTfKl6Xso","1pVTfKl6Xso","Title: “Dream Home Loading… at 2.99%?!” Captions: “some of these are like 2.99”; “a range of 2.99 to 4.99.”","Title; captions (no recovered description); raw/authenticated-root/UCMKRSmq9b8V07K9y4Zyfx_Q/20260317_1pVTfKl6Xso.info.json; raw/authenticated-root/UCMKRSmq9b8V07K9y4Zyfx_Q/20260317_1pVTfKl6Xso.en.json3","Builder rate material-terms and frame-level lender/broker verification","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Broker/lender verification item; not a Regulation Z, RESPA, FTC, or legal-violation finding","The retained text does not establish the advertiser/creditor role; rate versus APR; program, term, points/fees, payment, down payment, eligibility, property inventory, lock/expiration, lender/builder relationship, compensation, or visible disclosures. A rate reference alone does not prove a Regulation Z breach.","Obtain the dated Flintrock/lender offer and validate rate-versus-APR, term, points/fees, payment assumptions, qualifications, availability, deadline, and published visual/linked disclosures before any reuse.","medium","Builder rate material-terms and frame-level lender/broker verification","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"agent-findings-local-batch.md","LB-04","John Hayes","2025-12-17","Fort Hood Housing Guide 2025: Killeen, Harker Heights, Copperas Cove, Temple and Belton","https://www.youtube.com/watch?v=B0M411DjiwE","B0M411DjiwE","Discusses “schools for the kids,” “spousal employment opportunities,” “best medical facilities,” then says “I can map out the best neighborhoods for you and your family.”","00:00:14–00:00:20; 00:00:29–00:00:33","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","Moderate","High","Steering-risk flag; excerpt does not prove discriminatory conduct","Actual consultation practice; neutral written criteria","Give neutral criteria and official links rather than personalized “best neighborhoods”","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"supplemental-root-b-remaining-incremental-review.csv","ROOTB-R-05","Killeen to Austin Living — Darren Saint-Surin","2024-09-30","Is Citizen House Wolf Ranch the BEST Apartment Choice for You?","https://www.youtube.com/watch?v=E1bZTuH6fr4","E1bZTuH6fr4","“Citizen House Wolf Ranch is located just 35-40 minutes from the main gate of Fort Hood, making it an ideal location for military families.”","Description; raw/authenticated-root/UCoSJo2-rE7ddishWTzj9sAA/20240930_E1bZTuH6fr4.info.json","Familial-status suitability wording in rental-community advertising","Moderate","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent copy-remediation concern; not a Fair Housing or TREC violation finding","Military status is not an FHA/TREC §531.19 protected class. The issue-spotting item is limited to the separate family-suitability wording; it does not establish exclusion, apartment availability, intent, or liability.","Describe commute distance and community features neutrally, without preferred-household language; confirm the final description and apartment-community approval path.","medium","Familial-status suitability wording in rental-community advertising","Include in medium-priority source, substantiation, consistency, or disclosure review; no violation is determined."
"agent-findings-brokerage-pm-batch.md","BPM-08","Linnemann Realty","Current About","Growth claim","https://www.youtube.com/channel/UCdGuhzT0IUrH81vQN9tY6MQ","UCdGuhzT0IUrH81vQN9tY6MQ","“Recognized as one of the fastest growing property management and real estate companies in central Texas.”","About page","Comparative-growth substantiation","Low–medium","High evidence; medium concern","Substantiation review","Recognition source, period, comparison set, metric","Support/qualify","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-local-batch.md","LB-01","Mallory Anthony","2026-04-13","4 Bed Home on HALF ACRE in Rogers, TX | Priced Below Appraisal 👀 Instant Equity Opportunity!","https://www.youtube.com/watch?v=vo-XdLuZAJo","vo-XdLuZAJo","Description: “priced below appraised value, giving buyers the chance to walk in with instant equity.”","Description","Texas misleading-advertising / substantiation","Moderate","High quoted-language","Substantiation-risk item; not adjudicated","Listing price; appraisal document/date; applicability; visual text","Retain dated appraisal basis; do not present equity as assured","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-local-batch.md","LB-08","Mathew Dick / Military Living in Central Texas","2025-03-14","Step Inside! FREE Solar Panels Make This Home Near Fort Cavazos a STEAL","https://www.youtube.com/watch?v=ys6_k7DqvlI","ys6_k7DqvlI","Title/description: “FREE solar panels” and “offers everything a military family or homebuyer could want.”","Title/description","Misleading-advertising / solar-transfer terms","Moderate","High","Verification flag; not conclusion","Ownership, lease/PPA/lien/transfer terms, balance, UCC, utility terms","Verify terms before calling solar “free”","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-local-batch.md","LB-06","Mathew Dick / Military Living in Central Texas","2026-05-01","DON'T Move to KILLEEN Texas Until You Watch This!","https://www.youtube.com/watch?v=gPwuHFSaqOU","gPwuHFSaqOU","“crime, safety concerns, certain neighborhoods”; one street “feels quiet and family-friendly”; “more rental-heavy neighborhoods” and “home values and neighborhood consistency.”","00:02:07–00:02:13; 00:02:24–00:02:27; 00:02:57–00:03:11","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","Moderate","High","Not a per se ban; contextual steering-review flag","Public-safety datasets, geographic/time definitions, on-screen sourcing","Use objective sourced data and avoid subjective safety/family desirability/rental-composition recommendations","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-local-batch.md","LB-09","Mathew Dick / Military Living in Central Texas","2026-05-08","TOP 6 Amenity-Rich Communities in Killeen Texas!","https://www.youtube.com/watch?v=p0b2HmyuJQw","p0b2HmyuJQw","Communities “actually hold their value.”","00:01:00–00:01:02","Misleading-advertising / value substantiation","Moderate","High","Substantiation-risk item","Dataset, dates, property type, sales-volume threshold, source","Define period/unit and source; avoid assured outcome","medium","Source, substantiation, or consistency review","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
"agent-findings-profile-family-batch.md","PF-08","Nestled With Whitney","Current channel","Profile-level advertising identity","https://www.youtube.com/@NestledWithWhitney","UCKC2Qfjps_rzW0-lUQIP7KA","Current About identifies Whitney Bell as a Central Texas real-estate agent and markets buyer, seller, and investor services. Rendered About exposes four links: Instagram, TikTok, https://www.nestledonline.com, and Facebook. The rendered YouTube path and nestedonline.com home/contact pages did not expose a sponsoring-broker name, IABS link, or TREC Consumer Protection Notice link.","Channel profile","TREC advertising identity/broker","Moderate","High observed omission","Follow-up, not every-video conclusion","Video frames, banner image, broker record, and any other rendered direct path; current browser review checked the About link dialog plus nestedonline.com home and contact pages.","Verify rendered link panel and disclosures","medium","Broker identity/direct-disclosure path concern","Include in medium-priority review; frame as source, substantiation, consistency, or disclosure-path review, not a violation."
